Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Max velocity - left motor RPM (1),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Maximum fluxing current A (1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Voltage limit circle magnitude A (1),,Time (s),1. Measured inductance uH (5.96046447753906E-02),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Voltage modulation % (0.390625),,Time (s),1. Capacitor Voltage V (0.0625),,Time (s),1. Maximum iq allowed A (1),,Time (s),1. Motor Temperature 1 (Measured - T1) DegC (1),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
2.3978,0.0,,2.3978,-0.75,,2.3984,1,,2.3982,0.0,,2.3981,507,,2.3984,0,,2.3982,0.0,,2.3981,32212,,2.3981,32.961368560791,,2.3982,0.0,,2.398,0.0,,2.398,0.0,,2.398,44.375,,2.3981,449,,2.3982,45,,2.3978,0.0,,2.398,0.0,,2.3978,-0.375,,
2.419,0.0,,2.419,-0.1875,,2.4196,0,,2.4195,0.0,,2.4194,507,,2.4196,0,,2.4195,0.0,,2.4194,32212,,2.4194,32.961368560791,,2.4195,0.0,,2.4193000000000002,0.0,,2.4193000000000002,0.0,,2.4193000000000002,44.3125,,2.4194,449,,2.4195,45,,2.419,0.0,,2.4193000000000002,0.0,,2.419,-0.1875,,
2.4378,0.0,,2.4378,-0.75,,2.4384,0,,2.4382,0.0,,2.4381,507,,2.4384,0,,2.4382,0.0,,2.4381,32212,,2.4381,32.961368560791,,2.4382,0.0,,2.438,0.0,,2.438,0.0,,2.438,44.3125,,2.4381,449,,2.4382,45,,2.4378,0.0,,2.438,0.0,,2.4378,-0.375,,
2.4594,0.0,,2.4594,-0.9375,,2.4599,0,,2.4598,0.0,,2.4597,507,,2.4599,0,,2.4598,0.0,,2.4597,32212,,2.4597,32.961368560791,,2.4598,0.0,,2.4595,0.0,,2.4595,0.0,,2.4595,44.3125,,2.4597,449,,2.4598,45,,2.4594,0.0,,2.4595,0.0,,2.4594,-0.9375,,
2.4778000000000002,0.0,,2.4778000000000002,0.375,,2.4783000000000004,0,,2.4782,0.0,,2.4781000000000004,507,,2.4783000000000004,-3,,2.4782,0.0,,2.4781000000000004,32212,,2.4781000000000004,32.961368560791,,2.4782,0.0,,2.478,0.0,,2.478,0.0,,2.478,44.3125,,2.4781000000000004,449,,2.4782,45,,2.4778000000000002,0.0,,2.478,0.0,,2.4778000000000002,0.0625,,
2.4994,0.0,,2.4994,1.125,,2.4999000000000002,0,,2.4998,0.0,,2.4997000000000003,507,,2.4999000000000002,0,,2.4998,0.0,,2.4997000000000003,32212,,2.4997000000000003,32.961368560791,,2.4998,0.0,,2.4995,0.0,,2.4995,0.0,,2.4995,44.3125,,2.4997000000000003,449,,2.4998,45,,2.4994,0.0,,2.4995,0.0,,2.4994,1.5,,
2.519,0.0,,2.519,0.375,,2.5196000000000005,0,,2.5195,0.0,,2.5193000000000003,507,,2.5196000000000005,0,,2.5195,0.0,,2.5193000000000003,32212,,2.5193000000000003,32.961368560791,,2.5195,0.0,,2.5193000000000003,0.0,,2.5193000000000003,0.0,,2.5193000000000003,44.3125,,2.5193000000000003,449,,2.5195,45,,2.519,0.0,,2.5193000000000003,0.0,,2.519,0.0,,
2.5392,0.0,,2.5392,-1.5625,,2.5398,0,,2.5397000000000003,0.0,,2.5395,507,,2.5398,0,,2.5397000000000003,0.0,,2.5395,32212,,2.5395,32.961368560791,,2.5397000000000003,0.0,,2.5394,0.0,,2.5394,0.0,,2.5394,44.3125,,2.5395,449,,2.5397000000000003,45,,2.5392,0.0,,2.5394,0.0,,2.5392,-1.75,,
2.5594,0.0,,2.5594,-1.6875,,2.5599000000000003,0,,2.5598,0.0,,2.5596000000000005,507,,2.5599000000000003,0,,2.5598,0.0,,2.5596000000000005,32212,,2.5596000000000005,32.961368560791,,2.5598,0.0,,2.5595,0.0,,2.5595,0.0,,2.5595,44.3125,,2.5596000000000005,449,,2.5598,45,,2.5594,0.0,,2.5595,0.0,,2.5594,-2.375,,
2.5792,0.0,,2.5792,-0.9375,,2.5797000000000003,0,,2.5795,0.0,,2.5794,507,,2.5797000000000003,0,,2.5795,0.0,,2.5794,32212,,2.5794,32.961368560791,,2.5795,0.0,,2.5793000000000004,0.0,,2.5793000000000004,0.0,,2.5793000000000004,44.3125,,2.5794,449,,2.5795,45,,2.5792,0.0,,2.5793000000000004,0.0,,2.5792,-0.9375,,
2.5994,0.0,,2.5994,-1.3125,,2.5999,0,,2.5998,0.0,,2.5996000000000006,507,,2.5999,0,,2.5998,0.0,,2.5996000000000006,32212,,2.5996000000000006,32.961368560791,,2.5998,0.0,,2.5995,0.0,,2.5995,0.0,,2.5995,44.3125,,2.5996000000000006,449,,2.5998,45,,2.5994,0.0,,2.5995,0.0,,2.5994,-0.5625,,
2.6178000000000003,0.0,,2.6178000000000003,-1.0,,2.6183,0,,2.6181000000000005,0.0,,2.618,507,,2.6183,0,,2.6181000000000005,0.0,,2.618,32212,,2.618,32.961368560791,,2.6181000000000005,0.0,,2.6179,0.0,,2.6179,0.0,,2.6179,44.3125,,2.618,449,,2.6181000000000005,45,,2.6178000000000003,0.0,,2.6179,0.0,,2.6178000000000003,-1.5,,
2.639,0.0,,2.639,-1.5,,2.6396,0,,2.6395,0.0,,2.6393,507,,2.6396,0,,2.6395,0.0,,2.6393,32212,,2.6393,32.961368560791,,2.6395,0.0,,2.6392,0.0,,2.6392,0.0,,2.6392,44.3125,,2.6393,449,,2.6395,45,,2.639,0.0,,2.6392,0.0,,2.639,-1.125,,
2.6577,0.0,,2.6577,-0.3125,,2.6583,0,,2.6581000000000006,0.0,,2.658,507,,2.6583,0,,2.6581000000000006,0.0,,2.658,32212,,2.658,32.961368560791,,2.6581000000000006,0.0,,2.6579,0.0,,2.6579,0.0,,2.6579,44.3125,,2.658,449,,2.6581000000000006,45,,2.6577,0.0,,2.6579,0.0,,2.6577,-1.375,,
2.6779,0.0,,2.6779,-0.375,,2.6784,0,,2.6782000000000004,0.0,,2.6781,507,,2.6784,-2,,2.6782000000000004,0.0,,2.6781,32212,,2.6781,32.961368560791,,2.6782000000000004,0.0,,2.678,0.0,,2.678,0.0,,2.678,44.3125,,2.6781,449,,2.6782000000000004,45,,2.6779,0.0,,2.678,0.0,,2.6779,-1.375,,
2.6978,0.0,,2.6978,0.375,,2.6983,2,,2.6981,0.0,,2.698,507,,2.6983,0,,2.6981,0.0,,2.698,32212,,2.698,32.961368560791,,2.6981,0.0,,2.6979,0.0,,2.6979,0.0,,2.6979,44.3125,,2.698,449,,2.6981,45,,2.6978,0.0,,2.6979,0.0,,2.6978,0.0625,,
2.7179,0.0,,2.7179,-0.375,,2.7184,0,,2.7182000000000004,0.0,,2.7181,507,,2.7184,-5,,2.7182000000000004,0.0,,2.7181,32212,,2.7181,32.961368560791,,2.7182000000000004,0.0,,2.718,0.0,,2.718,0.0,,2.718,44.3125,,2.7181,449,,2.7182000000000004,45,,2.7179,0.0,,2.718,0.0,,2.7179,-0.75,,
2.7392000000000003,0.0,,2.7392000000000003,-0.9375,,2.7397000000000005,0,,2.7396000000000003,0.0,,2.7395,507,,2.7397000000000005,0,,2.7396000000000003,0.0,,2.7395,32212,,2.7395,32.961368560791,,2.7396000000000003,0.0,,2.7394000000000003,0.0,,2.7394000000000003,0.0,,2.7394000000000003,44.3125,,2.7395,449,,2.7396000000000003,45,,2.7392000000000003,0.0,,2.7394000000000003,0.0,,2.7392000000000003,-1.0,,
2.7594000000000003,0.0,,2.7594000000000003,-1.5,,2.7599,0,,2.7598000000000003,0.0,,2.7596000000000003,507,,2.7599,0,,2.7598000000000003,0.0,,2.7596000000000003,32212,,2.7596000000000003,32.961368560791,,2.7598000000000003,0.0,,2.7595,0.0,,2.7595,0.0,,2.7595,44.3125,,2.7596000000000003,449,,2.7598000000000003,45,,2.7594000000000003,0.0,,2.7595,0.0,,2.7594000000000003,-1.1875,,
2.7794,0.0,,2.7794,-0.75,,2.7799,0,,2.7797,0.0,,2.7796000000000003,507,,2.7799,0,,2.7797,0.0,,2.7796000000000003,32212,,2.7796000000000003,32.961368560791,,2.7797,0.0,,2.7795,0.0,,2.7795,0.0,,2.7795,44.3125,,2.7796000000000003,449,,2.7797,45,,2.7794,0.0,,2.7795,0.0,,2.7794,-0.375,,
2.7994,0.0,,2.7994,0.8125,,2.7999,0,,2.7998000000000003,0.0,,2.7996000000000003,507,,2.7999,0,,2.7998000000000003,0.0,,2.7996000000000003,32212,,2.7996000000000003,32.961368560791,,2.7998000000000003,0.0,,2.7995,0.0,,2.7995,0.0,,2.7995,44.3125,,2.7996000000000003,449,,2.7998000000000003,45,,2.7994,0.0,,2.7995,0.0,,2.7994,-0.4375,,
2.8192000000000004,0.0,,2.8192000000000004,-0.4375,,2.8197,0,,2.8195,0.0,,2.8195,507,,2.8197,0,,2.8195,0.0,,2.8195,32212,,2.8195,32.961368560791,,2.8195,0.0,,2.8194,0.0,,2.8194,0.0,,2.8194,44.3125,,2.8195,449,,2.8195,45,,2.8192000000000004,0.0,,2.8194,0.0,,2.8192000000000004,-1.3125,,
2.8391,0.0,,2.8391,-0.625,,2.8397,0,,2.8396000000000003,0.0,,2.8395,507,,2.8397,0,,2.8396000000000003,0.0,,2.8395,32212,,2.8395,32.961368560791,,2.8396000000000003,0.0,,2.8393,0.0,,2.8393,0.0,,2.8393,44.3125,,2.8395,449,,2.8396000000000003,45,,2.8391,0.0,,2.8393,0.0,,2.8391,0.25,,
2.8594,0.0,,2.8594,-0.0625,,2.8599,0,,2.8597,0.0,,2.8596000000000004,507,,2.8599,0,,2.8597,0.0,,2.8596000000000004,32212,,2.8596000000000004,32.961368560791,,2.8597,0.0,,2.8595,0.0,,2.8595,0.0,,2.8595,44.3125,,2.8596000000000004,449,,2.8597,45,,2.8594,0.0,,2.8595,0.0,,2.8594,-1.6875,,
2.8793,0.0,,2.8793,0.3125,,2.8798000000000004,0,,2.8797,0.0,,2.8796000000000004,507,,2.8798000000000004,0,,2.8797,0.0,,2.8796000000000004,32212,,2.8796000000000004,32.961368560791,,2.8797,0.0,,2.8795,0.0,,2.8795,0.0,,2.8795,44.375,,2.8796000000000004,449,,2.8797,45,,2.8793,0.0,,2.8795,0.0,,2.8793,-0.5625,,
2.8994,0.0,,2.8994,0.3125,,2.8999,0,,2.8997,0.0,,2.8996000000000004,507,,2.8999,0,,2.8997,0.0,,2.8996000000000004,32212,,2.8996000000000004,32.961368560791,,2.8997,0.0,,2.8995,0.0,,2.8995,0.0,,2.8995,44.3125,,2.8996000000000004,449,,2.8997,45,,2.8994,0.0,,2.8995,0.0,,2.8994,0.5,,
2.9193000000000002,0.0,,2.9193000000000002,1.5,,2.9198000000000004,0,,2.9196000000000004,0.0,,2.9195,507,,2.9198000000000004,0,,2.9196000000000004,0.0,,2.9195,32212,,2.9195,32.961368560791,,2.9196000000000004,0.0,,2.9195,0.0,,2.9195,0.0,,2.9195,44.3125,,2.9195,449,,2.9196000000000004,45,,2.9193000000000002,0.0,,2.9195,0.0,,2.9193000000000002,1.5625,,
2.9393000000000002,0.0,,2.9393000000000002,0.1875,,2.9398,0,,2.9397,0.0,,2.9395,507,,2.9398,0,,2.9397,0.0,,2.9395,32212,,2.9395,32.961368560791,,2.9397,0.0,,2.9394,0.0,,2.9394,0.0,,2.9394,44.3125,,2.9395,449,,2.9397,45,,2.9393000000000002,0.0,,2.9394,0.0,,2.9393000000000002,-0.0625,,
2.958,0.0,,2.958,0.75,,2.9586000000000006,0,,2.9584,0.0,,2.9583000000000004,507,,2.9586000000000006,0,,2.9584,0.0,,2.9583000000000004,32212,,2.9583000000000004,32.961368560791,,2.9584,0.0,,2.9582,0.0,,2.9582,0.0,,2.9582,44.3125,,2.9583000000000004,449,,2.9584,45,,2.958,0.0,,2.9582,0.0,,2.958,0.125,,
2.9794,0.0,,2.9794,0.4375,,2.9799,0,,2.9797000000000002,0.0,,2.9796000000000005,507,,2.9799,0,,2.9797000000000002,0.0,,2.9796000000000005,32212,,2.9796000000000005,32.961368560791,,2.9797000000000002,0.0,,2.9795,0.0,,2.9795,0.0,,2.9795,44.3125,,2.9796000000000005,449,,2.9797000000000002,45,,2.9794,0.0,,2.9795,0.0,,2.9794,1.125,,
2.9994,0.0,,2.9994,0.875,,2.9999000000000002,0,,2.9998,0.0,,2.9996000000000005,507,,2.9999000000000002,0,,2.9998,0.0,,2.9996000000000005,32212,,2.9996000000000005,32.961368560791,,2.9998,0.0,,2.9995,0.0,,2.9995,0.0,,2.9995,44.3125,,2.9996000000000005,449,,2.9998,45,,2.9994,0.0,,2.9995,0.0,,2.9994,0.75,,
3.0193000000000003,0.0,,3.0193000000000003,0.0625,,3.0198,0,,3.0197000000000003,0.0,,3.0195,507,,3.0198,0,,3.0197000000000003,0.0,,3.0195,32212,,3.0195,32.961368560791,,3.0197000000000003,0.0,,3.0194,0.0,,3.0194,0.0,,3.0194,44.375,,3.0195,449,,3.0197000000000003,45,,3.0193000000000003,0.0,,3.0194,0.0,,3.0193000000000003,-0.6875,,
3.0393000000000003,0.0,,3.0393000000000003,-0.25,,3.0398,0,,3.0396000000000005,0.0,,3.0395,507,,3.0398,0,,3.0396000000000005,0.0,,3.0395,32212,,3.0395,32.961368560791,,3.0396000000000005,0.0,,3.0394,0.0,,3.0394,0.0,,3.0394,44.3125,,3.0395,449,,3.0396000000000005,45,,3.0393000000000003,0.0,,3.0394,0.0,,3.0393000000000003,0.3125,,
3.0595,0.0,,3.0595,-0.375,,3.06,0,,3.0599000000000003,0.0,,3.0597000000000003,507,,3.06,0,,3.0599000000000003,0.0,,3.0597000000000003,32212,,3.0597000000000003,32.961368560791,,3.0599000000000003,0.0,,3.0596000000000005,0.0,,3.0596000000000005,0.0,,3.0596000000000005,44.3125,,3.0597000000000003,449,,3.0599000000000003,45,,3.0595,0.0,,3.0596000000000005,0.0,,3.0595,-0.25,,
3.0793000000000004,0.0,,3.0793000000000004,0.1875,,3.0798,0,,3.0796000000000006,0.0,,3.0795,507,,3.0798,0,,3.0796000000000006,0.0,,3.0795,32212,,3.0795,32.961368560791,,3.0796000000000006,0.0,,3.0794,0.0,,3.0794,0.0,,3.0794,44.3125,,3.0795,449,,3.0796000000000006,45,,3.0793000000000004,0.0,,3.0794,0.0,,3.0793000000000004,-0.0625,,
3.0995,0.0,,3.0995,0.125,,3.1,0,,3.0999,0.0,,3.0997000000000003,507,,3.1,0,,3.0999,0.0,,3.0997000000000003,32212,,3.0997000000000003,32.961368560791,,3.0999,0.0,,3.0996000000000006,0.0,,3.0996000000000006,0.0,,3.0996000000000006,44.3125,,3.0997000000000003,449,,3.0999,45,,3.0995,0.0,,3.0996000000000006,0.0,,3.0995,-0.6875,,
3.1193,0.0,,3.1193,1.0625,,3.1198,0,,3.1196,0.0,,3.1195,507,,3.1198,0,,3.1196,0.0,,3.1195,32212,,3.1195,32.961368560791,,3.1196,0.0,,3.1194,0.0,,3.1194,0.0,,3.1194,44.3125,,3.1195,449,,3.1196,45,,3.1193,0.0,,3.1194,0.0,,3.1193,1.3125,,
3.1392,0.0,,3.1392,-0.375,,3.1397000000000004,0,,3.1396,0.0,,3.1395,507,,3.1397000000000004,0,,3.1396,0.0,,3.1395,32212,,3.1395,32.961368560791,,3.1396,0.0,,3.1394,0.0,,3.1394,0.0,,3.1394,44.3125,,3.1395,449,,3.1396,45,,3.1392,0.0,,3.1394,0.0,,3.1392,-0.3125,,
3.1595,0.0,,3.1595,0.3125,,3.16,2,,3.1599,0.0,,3.1598,507,,3.16,-2,,3.1599,0.0,,3.1598,32212,,3.1598,32.961368560791,,3.1599,0.0,,3.1596,0.0,,3.1596,0.0,,3.1596,44.3125,,3.1598,449,,3.1599,45,,3.1595,0.0,,3.1596,0.0,,3.1595,0.5,,
3.1793,0.0,,3.1793,-0.5,,3.1798,0,,3.1797000000000004,0.0,,3.1795,507,,3.1798,0,,3.1797000000000004,0.0,,3.1795,32212,,3.1795,32.961368560791,,3.1797000000000004,0.0,,3.1794000000000002,0.0,,3.1794000000000002,0.0,,3.1794000000000002,44.3125,,3.1795,449,,3.1797000000000004,45,,3.1793,0.0,,3.1794000000000002,0.0,,3.1793,-0.875,,
3.1995,0.0,,3.1995,0.625,,3.2,0,,3.1998,0.0,,3.1997000000000004,507,,3.2,0,,3.1998,0.0,,3.1997000000000004,32212,,3.1997000000000004,32.961368560791,,3.1998,0.0,,3.1996,0.0,,3.1996,0.0,,3.1996,44.3125,,3.1997000000000004,449,,3.1998,45,,3.1995,0.0,,3.1996,0.0,,3.1995,-0.5,,
3.2192000000000003,0.0,,3.2192000000000003,-0.875,,3.2197000000000005,0,,3.2196000000000002,0.0,,3.2195,507,,3.2197000000000005,0,,3.2196000000000002,0.0,,3.2195,32212,,3.2195,32.961368560791,,3.2196000000000002,0.0,,3.2194000000000003,0.0,,3.2194000000000003,0.0,,3.2194000000000003,44.3125,,3.2195,449,,3.2196000000000002,45,,3.2192000000000003,0.0,,3.2194000000000003,0.0,,3.2192000000000003,0.125,,
3.2393,0.0,,3.2393,-1.0625,,3.2397000000000005,0,,3.2396000000000003,0.0,,3.2395,507,,3.2397000000000005,0,,3.2396000000000003,0.0,,3.2395,32212,,3.2395,32.961368560791,,3.2396000000000003,0.0,,3.2394000000000003,0.0,,3.2394000000000003,0.0,,3.2394000000000003,44.3125,,3.2395,449,,3.2396000000000003,45,,3.2393,0.0,,3.2394000000000003,0.0,,3.2393,-1.0625,,
3.2595,0.0,,3.2595,1.3125,,3.2599,0,,3.2599,0.0,,3.2597000000000005,507,,3.2599,0,,3.2599,0.0,,3.2597000000000005,32212,,3.2597000000000005,32.961368560791,,3.2599,0.0,,3.2596000000000003,0.0,,3.2596000000000003,0.0,,3.2596000000000003,44.3125,,3.2597000000000005,449,,3.2599,45,,3.2595,0.0,,3.2596000000000003,0.0,,3.2595,0.3125,,
3.278,0.0,,3.278,0.75,,3.2785,0,,3.2784,0.0,,3.2782000000000004,507,,3.2785,0,,3.2784,0.0,,3.2782000000000004,32212,,3.2782000000000004,32.961368560791,,3.2784,0.0,,3.2781000000000002,0.0,,3.2781000000000002,0.0,,3.2781000000000002,44.3125,,3.2782000000000004,449,,3.2784,45,,3.278,0.0,,3.2781000000000002,0.0,,3.278,0.125,,
3.2994,0.0,,3.2994,-0.9375,,3.2999,0,,3.2998000000000003,0.0,,3.2997,507,,3.2999,0,,3.2998000000000003,0.0,,3.2997,32212,,3.2997,32.961368560791,,3.2998000000000003,0.0,,3.2995,0.0,,3.2995,0.0,,3.2995,44.3125,,3.2997,449,,3.2998000000000003,45,,3.2994,0.0,,3.2995,0.0,,3.2994,-0.5,,
3.3193,0.0,,3.3193,1.3125,,3.3197,0,,3.3196000000000003,0.0,,3.3195,507,,3.3197,0,,3.3196000000000003,0.0,,3.3195,32212,,3.3195,32.961368560791,,3.3196000000000003,0.0,,3.3194,0.0,,3.3194,0.0,,3.3194,44.3125,,3.3195,449,,3.3196000000000003,45,,3.3193,0.0,,3.3194,0.0,,3.3193,0.3125,,
3.3392000000000004,0.0,,3.3392000000000004,0.3125,,3.3397,2,,3.3396000000000003,0.0,,3.3395,507,,3.3397,-2,,3.3396000000000003,0.0,,3.3395,32212,,3.3395,32.961368560791,,3.3396000000000003,0.0,,3.3394,0.0,,3.3394,0.0,,3.3394,44.3125,,3.3395,449,,3.3396000000000003,45,,3.3392000000000004,0.0,,3.3394,0.0,,3.3392000000000004,0.5,,
3.3578,0.0,,3.3578,-0.875,,3.3584,2,,3.3582,0.0,,3.3581000000000003,507,,3.3584,0,,3.3582,0.0,,3.3581000000000003,32212,,3.3581000000000003,32.961368560791,,3.3582,0.0,,3.358,0.0,,3.358,0.0,,3.358,44.3125,,3.3581000000000003,449,,3.3582,45,,3.3578,0.0,,3.358,0.0,,3.3578,0.125,,
3.3792000000000004,0.0,,3.3792000000000004,0.1875,,3.3797,0,,3.3795,0.0,,3.3794,507,,3.3797,0,,3.3795,0.0,,3.3794,32212,,3.3794,32.961368560791,,3.3795,0.0,,3.3793,0.0,,3.3793,0.0,,3.3793,44.3125,,3.3794,449,,3.3795,45,,3.3792000000000004,0.0,,3.3793,0.0,,3.3792000000000004,-0.0625,,
3.3993,0.0,,3.3993,-0.875,,3.3998000000000004,0,,3.3997,0.0,,3.3996000000000004,507,,3.3998000000000004,0,,3.3997,0.0,,3.3996000000000004,32212,,3.3996000000000004,32.961368560791,,3.3997,0.0,,3.3995,0.0,,3.3995,0.0,,3.3995,44.3125,,3.3996000000000004,449,,3.3997,45,,3.3993,0.0,,3.3995,0.0,,3.3993,0.125,,
3.4192000000000005,0.0,,3.4192000000000005,0.75,,3.4197,0,,3.4195,0.0,,3.4194,507,,3.4197,0,,3.4195,0.0,,3.4194,32212,,3.4194,32.961368560791,,3.4195,0.0,,3.4193000000000002,0.0,,3.4193000000000002,0.0,,3.4193000000000002,44.3125,,3.4194,449,,3.4195,45,,3.4192000000000005,0.0,,3.4193000000000002,0.0,,3.4192000000000005,0.125,,
3.4393000000000002,0.0,,3.4393000000000002,0.3125,,3.4398,11,,3.4396000000000004,0.0,,3.4395,507,,3.4398,-11,,3.4396000000000004,0.0,,3.4395,32212,,3.4395,32.961368560791,,3.4396000000000004,0.0,,3.4394,0.0,,3.4394,0.0,,3.4394,44.375,,3.4395,449,,3.4396000000000004,45,,3.4393000000000002,0.0,,3.4394,0.0,,3.4393000000000002,0.5,,
3.4597,0.0,,3.4597,0.1875,,3.4603,1,,3.4602000000000004,0.0,,3.4601,507,,3.4603,1,,3.4602000000000004,0.0,,3.4601,32212,,3.4601,32.961368560791,,3.4602000000000004,0.0,,3.4599,0.0,,3.4599,0.0,,3.4599,44.3125,,3.4601,449,,3.4602000000000004,45,,3.4597,0.0,,3.4599,0.0,,3.4597,-0.0625,,
3.4777000000000005,0.0,,3.4777000000000005,0.4375,,3.4783000000000004,1,,3.4782,0.0,,3.478,507,,3.4783000000000004,0,,3.4782,0.0,,3.478,32212,,3.478,32.961368560791,,3.4782,0.0,,3.478,0.0,,3.478,0.0,,3.478,44.3125,,3.478,449,,3.4782,45,,3.4777000000000005,0.0,,3.478,0.0,,3.4777000000000005,1.3125,,
3.4994,0.0,,3.4994,-1.5625,,3.4999000000000002,0,,3.4998,0.0,,3.4997000000000003,507,,3.4999000000000002,0,,3.4998,0.0,,3.4997000000000003,32212,,3.4997000000000003,32.961368560791,,3.4998,0.0,,3.4995,0.0,,3.4995,0.0,,3.4995,44.3125,,3.4997000000000003,449,,3.4998,45,,3.4994,0.0,,3.4995,0.0,,3.4994,-0.625,,
3.5179,0.0,,3.5179,-0.25,,3.5184,0,,3.5183,0.0,,3.5182,507,,3.5184,0,,3.5183,0.0,,3.5182,32212,,3.5182,32.961368560791,,3.5183,0.0,,3.518,0.0,,3.518,0.0,,3.518,44.3125,,3.5182,449,,3.5183,45,,3.5179,0.0,,3.518,0.0,,3.5179,0.3125,,
